Sample;Distance in [km];Carrier;Country pair;Lead time;Equipment;Volume yearly [m3];Customer;Domestic;Origin region;Destination region;Holiday;Driver stress level;Loading meter;Driver exp in years;Inflation rate;Pick up time;Carrier Hub Loc;Price
759;712,701;Carrier3;FR-DE;23,7567;Standard;7360;Customer1;no;Origin_west;Dest_north;1;24;13;17;-1;15pm;PL;946,4967798
760;886,882;Carrier4;NL-DE;29,56273333;Standard;7280;Customer1;no;Origin_north;Dest_west;1;16;13;24;1;15pm;HU;1049,422747
761;2500,366;Carrier5;TR-DE;83,34553333;Standard;4000;Customer1;no;Origin_west;Dest_north;0;32;7;10;4;16pm;NL;1935,772288
762;1070,29741;Carrier6;DE-PL;35,67658033;Standard;5520;Customer1;no;Origin_east;Dest_south;0;36;9;33;4;14pm;TR;1137,246989
763;1065,813;Carrier7;PL-DE;35,5271;Standard;560;Customer1;no;Origin_east;Dest_north;1;26;11;36;-1;16pm;GB;1100,526653
764;662,437;Carrier1;DE-CZ;22,08123333;Standard;8000;Customer3;no;Origin_east;Dest_west;0;20;9;17;1;14pm;DE;959,7342908
765;1304,855;Carrier2;DE-GB;43,49516667;Standard;4320;Customer1;no;Origin_east;Dest_west;1;14;12;37;2;16pm;FR;1266,767592
766;421,848;Carrier3;DE-CZ;14,0616;Standard;5040;Customer1;no;Origin_east;Dest_east;1;20;13;33;3;14pm;PL;756,2606956
767;686,647;Carrier4;CZ-DE;22,88823333;Standard;960;Customer1;no;Origin_north;Dest_west;0;38;10;40;1;15pm;HU;878,800677
768;776,896;Carrier5;PL-DE;25,89653333;Mega;4960;Customer5;no;Origin_north;Dest_east;1;11;7;14;1;14pm;NL;932,3393731
769;1876,864;Carrier6;DE-GB;62,56213333;Standard;2400;Customer1;no;Origin_south;Dest_south;0;34;8;12;0;15pm;TR;1596,549844
770;1043,92;Carrier7;DE-FR;34,79733333;Standard;1760;Customer1;no;Origin_east;Dest_north;0;31;13;16;4;14pm;GB;1127,171239
771;877,539;Carrier1;GB-DE;29,2513;Mega;2320;Customer4;no;Origin_east;Dest_south;1;19;5;8;0;15pm;DE;935,0847603
772;503,384;Carrier2;DE-DE;16,77946667;Mega;4000;Customer5;yes;Origin_west;Dest_north;0;19;4;7;1;16pm;FR;774,5666037
773;555,287;Carrier3;DE-FR;18,50956667;Standard;5200;Customer1;no;Origin_south;Dest_west;1;18;14;36;0;15pm;PL;855,2937771
774;1367,877;Carrier4;DE-PL;45,5959;Standard;400;Customer1;no;Origin_south;Dest_south;1;14;8;7;-1;16pm;HU;1262,429847
775;1249,646;Carrier5;DE-PL;41,65486667;Standard;640;Customer1;no;Origin_west;Dest_west;1;24;11;4;4;15pm;NL;1201,255515
776;1276,351;Carrier6;GB-DE;42,54503333;Standard;3920;Customer1;no;Origin_west;Dest_east;0;25;1;38;1;16pm;TR;1247,807457
777;839,39;Carrier7;DE-FR;27,97966667;Standard;6080;Customer1;no;Origin_north;Dest_east;0;28;11;22;1;15pm;GB;1040,581786
778;1210,786;Carrier1;GB-DE;40,35953333;Standard;4160;Customer1;no;Origin_east;Dest_south;1;25;3;26;1;15pm;DE;1190,172759
779;793,197;Carrier2;NL-DE;26,4399;Standard;5200;Customer1;no;Origin_north;Dest_west;0;18;0;31;1;14pm;FR;973,007879
780;988,48;Carrier3;PL-DE;32,94933333;Mega;4080;Customer4;no;Origin_south;Dest_north;1;33;4;21;-1;15pm;PL;1010,334908
781;1048,31;Carrier4;GB-DE;34,94366667;Standard;5280;Customer1;no;Origin_west;Dest_west;0;22;14;35;0;15pm;HU;1118,662997
782;910,481;Carrier5;FR-DE;30,34936667;Standard;5840;Customer1;no;Origin_south;Dest_east;1;14;11;29;-1;15pm;NL;1057,314626
783;1043,363;Carrier6;FR-DE;34,77876667;Standard;3600;Customer1;no;Origin_north;Dest_east;0;32;11;5;-1;16pm;TR;1121,874085
784;1049,063;Carrier7;DE-PL;34,96876667;Standard;1360;Customer1;no;Origin_south;Dest_east;1;17;12;17;1;15pm;GB;1100,915352
785;143,302;Carrier1;DE-DE;4,776733333;Mega;6320;Customer4;yes;Origin_north;Dest_south;0;34;7;17;1;14pm;DE;553,8025335
786;1010,588;Carrier2;PL-DE;33,68626667;Standard;7840;Customer1;no;Origin_west;Dest_west;1;31;1;15;-1;16pm;FR;1097,21859
787;1353,73;Carrier3;GB-DE;45,12433333;Standard;7680;Customer1;no;Origin_west;Dest_west;1;36;10;37;0;14pm;PL;1304,489154
788;749,206;Carrier4;DE-HU;24,97353333;Standard;1520;Customer1;no;Origin_south;Dest_south;0;20;3;36;0;16pm;HU;909,4153135
789;1040,192;Carrier5;PL-DE;34,67306667;Standard;960;Customer1;no;Origin_north;Dest_west;0;31;1;26;3;15pm;NL;1079,910768
790;1263,807;Carrier6;GB-DE;42,1269;Standard;4320;Customer1;no;Origin_east;Dest_south;0;11;5;29;4;16pm;TR;1243,418279
791;295,704;Carrier7;DE-DE;9,8568;Mega;5680;Customer4;yes;Origin_north;Dest_south;1;10;3;37;-1;14pm;GB;662,5110493
792;1290,174;Carrier1;FR-DE;43,0058;Standard;5040;Customer1;no;Origin_north;Dest_north;1;30;8;9;3;16pm;DE;1250,176106
793;1186,963;Carrier2;GB-DE;39,56543333;Standard;2880;Customer1;no;Origin_south;Dest_west;1;37;12;29;2;16pm;FR;1172,1807
794;1276,527;Carrier3;DE-HU;42,5509;Mega;2880;Customer3;no;Origin_east;Dest_west;1;15;3;24;-1;15pm;PL;1271,607225
795;1159,148;Carrier4;DE-PL;38,63826667;Standard;4080;Customer5;no;Origin_west;Dest_north;1;14;5;27;-1;15pm;HU;1141,530338
796;837,984;Carrier5;DE-HU;27,9328;Standard;4720;Customer3;no;Origin_north;Dest_east;1;15;4;4;2;16pm;NL;1041,398025
797;445,616;Carrier6;DE-DE;14,85386667;Standard;5680;Customer1;yes;Origin_east;Dest_south;1;17;7;13;3;16pm;TR;796,1991544
798;829,491;Carrier7;FR-DE;27,6497;Mega;2800;Customer4;no;Origin_north;Dest_west;0;15;10;22;1;16pm;GB;946,3064318
799;891,171;Carrier1;DE-PL;29,7057;Standard;5280;Customer1;no;Origin_north;Dest_south;1;27;7;40;-1;14pm;DE;1011,653763
800;676,177;Carrier2;CZ-DE;22,53923333;Standard;6720;Customer1;no;Origin_south;Dest_north;0;37;4;38;3;14pm;FR;903,7046077
801;2547,201;Carrier3;TR-DE;84,9067;Standard;7760;Customer1;no;Origin_south;Dest_west;1;14;4;8;-1;16pm;PL;1979,460472
802;956,732;Carrier4;FR-DE;31,89106667;Standard;5360;Customer1;no;Origin_south;Dest_north;1;29;9;9;4;15pm;HU;1075,91638
803;828,96;Carrier5;PL-DE;27,632;Mega;5200;Customer4;no;Origin_south;Dest_south;0;15;0;2;0;15pm;NL;936,0742822
804;322,784;Carrier6;FR-DE;10,75946667;Standard;640;Customer1;no;Origin_west;Dest_west;1;25;6;28;-1;16pm;TR;691,6923764
805;2487,85;Carrier7;TR-DE;82,92833333;Standard;480;Customer1;no;Origin_east;Dest_west;1;28;7;21;4;16pm;GB;1913,23804
806;490,563;Carrier1;DE-CZ;16,3521;Standard;7680;Customer1;no;Origin_north;Dest_east;1;40;13;28;-1;15pm;DE;804,7268959
807;776,649;Carrier2;DE-HU;25,8883;Standard;1760;Customer1;no;Origin_south;Dest_west;1;15;5;14;-1;14pm;FR;917,911648
808;440,58;Carrier3;DE-DE;14,686;Standard;800;Customer1;yes;Origin_north;Dest_west;0;23;8;21;0;15pm;PL;746,5688168
809;2212,90147;Carrier4;TR-DE;73,76338233;Standard;6720;Customer1;no;Origin_east;Dest_west;1;33;14;27;3;16pm;HU;1786,544905
810;800,772;Carrier5;FR-DE;26,6924;Standard;4720;Customer1;no;Origin_north;Dest_north;1;24;0;6;-1;15pm;NL;987,2534223
811;417,435;Carrier6;DE-DE;13,9145;Standard;7840;Customer1;yes;Origin_west;Dest_east;0;26;5;6;-1;15pm;TR;795,0650377
812;3542,29122;Carrier7;TR-DE;118,076374;Standard;3680;Customer1;no;Origin_south;Dest_east;0;28;8;25;0;15pm;GB;2534,995183
813;159,289;Carrier1;DE-DE;5,309633333;Mega;880;Customer4;yes;Origin_east;Dest_west;1;23;11;35;3;15pm;DE;525,4557313
814;595,434;Carrier2;CZ-DE;19,8478;Standard;1840;Customer3;no;Origin_north;Dest_south;0;25;12;37;2;14pm;FR;879,2498597
815;991,073;Carrier3;DE-FR;33,03576667;Standard;4400;Customer1;no;Origin_south;Dest_west;0;34;8;8;2;15pm;PL;1097,665405
816;925,222;Carrier4;GB-DE;30,84073333;Mega;3200;Customer4;no;Origin_east;Dest_north;0;22;11;34;3;14pm;HU;981,459158
817;362,252;Carrier5;DE-DE;12,07506667;Standard;5360;Customer1;yes;Origin_north;Dest_west;0;28;7;3;3;16pm;NL;742,1544175
818;1078,387;Carrier6;GB-DE;35,94623333;Standard;400;Customer1;no;Origin_east;Dest_west;0;16;0;30;3;15pm;TR;1110,995023
819;254,453;Carrier7;DE-DE;8,481766667;Mega;6560;Customer4;yes;Origin_east;Dest_east;1;30;9;34;3;15pm;GB;645,0871013
820;1080,146;Carrier1;DE-HU;36,00486667;Standard;7760;Customer1;no;Origin_west;Dest_east;0;30;3;6;2;16pm;DE;1127,398191
821;1160,524;Carrier2;DE-GB;38,68413333;Standard;6160;Customer1;no;Origin_north;Dest_south;1;14;9;40;0;15pm;FR;1197,340496
822;1034,986;Carrier3;DE-FR;34,49953333;Standard;3760;Customer1;no;Origin_south;Dest_north;1;27;6;2;0;15pm;PL;1118,251295
823;549,473;Carrier4;FR-DE;18,31576667;Standard;3600;Customer1;no;Origin_north;Dest_south;0;24;0;26;0;14pm;HU;832,1545964
824;812,74;Carrier5;GB-DE;27,09133333;Mega;5440;Customer4;no;Origin_east;Dest_west;0;10;5;35;0;14pm;NL;937,3194869
825;868,59;Carrier6;FR-DE;28,953;Standard;480;Customer1;no;Origin_north;Dest_west;0;19;8;14;1;15pm;TR;1001,045071
826;3238,485;Carrier7;TR-DE;107,9495;Standard;1280;Customer1;no;Origin_south;Dest_south;1;36;2;31;1;16pm;GB;2345,662052
827;219,575;Carrier1;DE-DE;7,319166667;Standard;6160;Customer1;yes;Origin_west;Dest_north;1;37;1;22;-1;16pm;DE;648,9462897
828;2589,356;Carrier2;TR-DE;86,31186667;Standard;7120;Customer1;no;Origin_north;Dest_south;1;27;14;3;4;15pm;FR;1994,622334
829;1185,308;Carrier3;DE-FR;39,51026667;Standard;1920;Customer1;no;Origin_east;Dest_north;1;16;0;24;-1;14pm;PL;1191,086301
830;532,575;Carrier4;FR-DE;17,7525;Standard;3680;Customer1;no;Origin_south;Dest_west;0;29;9;8;2;16pm;HU;823,1102695
831;752,563;Carrier5;FR-DE;25,08543333;Standard;7440;Customer1;no;Origin_south;Dest_south;1;21;1;2;2;15pm;NL;978,5416968
832;176,998;Carrier6;CZ-DE;5,899933333;Standard;2800;Customer1;no;Origin_north;Dest_north;1;33;6;12;0;14pm;TR;610,414322
833;1236,448;Carrier7;GB-DE;41,21493333;Standard;800;Customer1;no;Origin_north;Dest_west;0;30;9;6;-1;16pm;GB;1208,069367
834;693,654;Carrier1;NL-DE;23,1218;Standard;2160;Customer1;no;Origin_east;Dest_east;1;30;11;6;2;15pm;DE;891,0378924
835;2894,504;Carrier2;TR-DE;96,48346667;Standard;7520;Customer1;no;Origin_west;Dest_east;1;23;6;5;4;16pm;FR;2170,98087
836;406,181;Carrier3;CZ-DE;13,53936667;Standard;2080;Customer1;no;Origin_south;Dest_west;0;20;1;29;4;16pm;PL;722,5797591
837;2639,074;Carrier4;TR-DE;87,96913333;Standard;6240;Customer1;no;Origin_west;Dest_north;0;21;4;3;1;14pm;HU;2025,643639
838;2290,27;Carrier5;TR-DE;76,34233333;Standard;720;Customer1;no;Origin_west;Dest_west;1;38;5;3;-1;14pm;NL;1793,669564
839;1299,761;Carrier6;GB-DE;43,32536667;Standard;7120;Customer1;no;Origin_north;Dest_south;0;13;14;40;0;16pm;TR;1283,148477
840;1244,73;Carrier7;DE-GB;41,491;Standard;1600;Customer1;no;Origin_south;Dest_north;1;19;3;6;4;15pm;GB;1235,904597
841;1100,43;Carrier1;FR-DE;36,681;Standard;6640;Customer1;no;Origin_south;Dest_west;0;27;8;3;2;16pm;DE;1153,228278
842;438,098;Carrier2;DE-DE;14,60326667;Standard;3680;Customer1;yes;Origin_east;Dest_south;0;25;2;29;3;14pm;FR;760,5769001
843;444,848;Carrier3;DE-DE;14,82826667;Mega;880;Customer4;yes;Origin_south;Dest_west;1;30;10;6;3;14pm;PL;696,6559784
844;418,94;Carrier4;FR-DE;13,96466667;Standard;5680;Customer1;no;Origin_west;Dest_west;1;39;7;8;2;16pm;HU;772,2520094
845;1263,792;Carrier5;DE-GB;42,1264;Standard;3760;Customer1;no;Origin_east;Dest_west;1;11;11;4;4;14pm;NL;1252,784157
846;3636,473;Carrier6;TR-DE;121,2157667;Standard;1360;Customer1;no;Origin_north;Dest_north;1;26;11;15;1;16pm;TR;2568,199914
847;1391,591;Carrier7;GB-DE;46,38636667;Standard;6320;Customer1;no;Origin_west;Dest_east;1;18;7;24;0;15pm;GB;1334,28023
848;580,63252;Carrier1;DE-CZ;19,35441733;Standard;5520;Customer1;no;Origin_west;Dest_west;1;12;9;12;0;14pm;DE;841,0970172
849;804,732;Carrier2;FR-DE;26,8244;Standard;4560;Customer1;no;Origin_north;Dest_south;0;19;13;5;3;16pm;FR;975,1569404
850;739,419;Carrier3;DE-CZ;24,6473;Standard;4960;Customer3;no;Origin_north;Dest_east;0;38;7;25;0;14pm;PL;991,424568
851;985,033;Carrier4;PL-DE;32,83443333;Mega;4880;Customer4;no;Origin_north;Dest_south;1;16;11;33;2;15pm;HU;1018,250214
852;827,394;Carrier5;DE-CZ;27,5798;Standard;6720;Customer3;no;Origin_north;Dest_west;1;40;11;16;1;15pm;NL;1062,361096
853;313,086;Carrier6;DE-DE;10,4362;Standard;3680;Customer1;yes;Origin_east;Dest_east;1;40;14;37;4;14pm;TR;707,0918775
854;893,87;Carrier7;DE-PL;29,79566667;Standard;6560;Customer1;no;Origin_east;Dest_east;1;18;7;24;3;16pm;GB;1048,422257
855;710,76;Carrier1;DE-HU;23,692;Standard;1680;Customer1;no;Origin_south;Dest_west;1;18;11;34;0;14pm;DE;875,4741974
856;580,334;Carrier2;FR-DE;19,34446667;Mega;3440;Customer4;no;Origin_east;Dest_south;0;29;8;33;4;16pm;FR;786,9547861
857;258,751;Carrier3;DE-DE;8,625033333;Mega;3360;Customer4;yes;Origin_north;Dest_west;1;13;4;34;2;14pm;PL;607,9154791
858;606,306;Carrier4;DE-CZ;20,2102;Mega;4640;Customer3;no;Origin_west;Dest_south;1;39;4;34;2;15pm;HU;920,091445
859;548,694;Carrier5;FR-DE;18,2898;Mega;5680;Customer4;no;Origin_east;Dest_west;1;35;12;2;4;16pm;NL;797,6097672
860;326,929;Carrier6;DE-CZ;10,89763333;Mega;3440;Customer2;no;Origin_south;Dest_east;0;22;4;20;3;14pm;TR;734,2079531
861;798,496;Carrier7;DE-FR;26,61653333;Standard;7920;Customer1;no;Origin_east;Dest_east;0;22;12;14;1;16pm;GB;1029,965826
862;962,444;Carrier1;DE-HU;32,08146667;Standard;6400;Customer2;no;Origin_west;Dest_west;1;23;14;12;4;16pm;DE;1078,647812
863;2356,141;Carrier2;TR-DE;78,53803333;Standard;4080;Customer1;no;Origin_east;Dest_east;0;16;8;21;4;16pm;FR;1841,078529
864;1330,022;Carrier3;DE-GB;44,33406667;Standard;2560;Customer1;no;Origin_north;Dest_north;0;23;14;20;2;15pm;PL;1273,384181
865;1056,314;Carrier4;DE-PL;35,21046667;Standard;6080;Customer1;no;Origin_south;Dest_east;1;25;6;27;2;14pm;HU;1124,27503
866;361,812;Carrier5;DE-DE;12,0604;Mega;5840;Customer3;yes;Origin_south;Dest_east;1;22;1;36;1;14pm;NL;802,5024164
867;421,304;Carrier6;CZ-DE;14,04346667;Standard;4720;Customer1;no;Origin_north;Dest_east;0;21;12;11;3;16pm;TR;762,5819225
868;972,612;Carrier7;DE-FR;32,4204;Standard;5280;Customer1;no;Origin_north;Dest_south;1;33;13;7;2;16pm;GB;1110,853651
869;664,963;Carrier1;DE-CZ;22,16543333;Standard;3040;Customer3;no;Origin_north;Dest_east;0;29;11;30;3;14pm;DE;927,0453387
870;534,667;Carrier2;NL-DE;17,82223333;Standard;1200;Customer1;no;Origin_east;Dest_west;0;16;3;20;-1;14pm;FR;798,4127743
871;2905,26652;Carrier3;TR-DE;96,84221733;Standard;2880;Customer1;no;Origin_south;Dest_south;0;22;11;36;0;15pm;PL;2149,551304
872;686,852;Carrier4;DE-HU;22,89506667;Standard;2560;Customer1;no;Origin_north;Dest_west;1;14;4;25;3;15pm;HU;881,1379583
873;959,129;Carrier5;DE-HU;31,97096667;Standard;1280;Customer3;no;Origin_west;Dest_south;0;40;2;3;1;14pm;NL;1086,639538
874;984,811;Carrier6;DE-HU;32,82703333;Standard;7200;Customer1;no;Origin_west;Dest_west;0;21;0;26;4;14pm;TR;1091,343189
875;736,079;Carrier7;DE-HU;24,53596667;Standard;7680;Customer1;no;Origin_west;Dest_north;0;26;1;33;3;14pm;GB;957,609201
876;2808,032;Carrier1;TR-DE;93,60106667;Standard;3600;Customer1;no;Origin_north;Dest_east;1;30;7;35;2;16pm;DE;2090,401976
877;272,223;Carrier2;DE-DE;9,0741;Standard;7440;Customer1;yes;Origin_west;Dest_west;1;11;8;19;-1;15pm;FR;692,1038465
878;334,149;Carrier3;FR-DE;11,1383;Mega;800;Customer4;no;Origin_west;Dest_north;0;39;6;2;4;15pm;PL;633,1805035
879;755,554;Carrier4;FR-DE;25,18513333;Standard;6960;Customer1;no;Origin_west;Dest_east;1;39;12;40;-1;15pm;HU;972,507177
880;468,731;Carrier5;DE-DE;15,62436667;Standard;4960;Customer1;yes;Origin_north;Dest_west;1;36;1;3;0;14pm;NL;800,0338753
881;536,007;Carrier6;DE-DE;17,8669;Mega;5280;Customer4;yes;Origin_north;Dest_north;1;13;4;26;2;16pm;TR;791,9932413
882;886,46;Carrier7;DE-FR;29,54866667;Standard;6400;Customer1;no;Origin_east;Dest_north;1;11;9;28;2;14pm;GB;1069,553896
883;72,398;Carrier1;DE-DE;2,413266667;Mega;4640;Customer4;yes;Origin_south;Dest_east;1;12;8;6;3;14pm;DE;501,9113615
884;676,177;Carrier2;DE-CZ;22,53923333;Standard;5360;Customer1;no;Origin_east;Dest_south;1;26;1;12;0;16pm;FR;898,7364872
885;958,507;Carrier3;FR-DE;31,95023333;Standard;560;Customer1;no;Origin_south;Dest_east;1;37;7;21;-1;16pm;PL;1039,474476
886;887,229;Carrier4;DE-PL;29,5743;Standard;2560;Customer1;no;Origin_north;Dest_east;0;36;4;4;0;14pm;HU;1003,90396
887;1167,5;Carrier5;DE-GB;38,91666667;Standard;4320;Customer1;no;Origin_east;Dest_north;1;23;9;6;3;15pm;NL;1201,858416
888;725,626;Carrier6;CZ-DE;24,18753333;Mega;1760;Customer5;no;Origin_south;Dest_north;1;20;2;21;2;15pm;TR;889,9745855
889;868,673;Carrier7;DE-FR;28,95576667;Standard;6400;Customer1;no;Origin_south;Dest_west;0;32;10;20;0;14pm;GB;1059,421873
890;810,966;Carrier1;DE-PL;27,0322;Mega;7200;Customer2;no;Origin_south;Dest_south;0;17;13;24;0;16pm;DE;1008,973708
891;1475,871;Carrier2;DE-GB;49,1957;Standard;3760;Customer1;no;Origin_west;Dest_west;0;39;14;34;0;14pm;FR;1360,205301
892;369,21;Carrier3;FR-DE;12,307;Standard;480;Customer1;no;Origin_south;Dest_south;0;22;12;21;3;15pm;PL;703,757584
893;567,604;Carrier4;PL-DE;18,92013333;Mega;5120;Customer2;no;Origin_north;Dest_south;1;27;0;40;4;14pm;HU;865,044191
894;943,152;Carrier5;GB-DE;31,4384;Mega;6880;Customer4;no;Origin_east;Dest_east;1;38;12;13;2;16pm;NL;1021,429942
895;668,128;Carrier6;DE-PL;22,27093333;Mega;3360;Customer5;no;Origin_east;Dest_east;1;33;14;12;2;15pm;TR;868,2693567
896;563,421;Carrier7;FR-DE;18,7807;Mega;6640;Customer4;no;Origin_south;Dest_south;0;15;3;35;2;16pm;GB;821,3917502
897;1221,654;Carrier1;GB-DE;40,7218;Standard;7200;Customer1;no;Origin_east;Dest_south;1;26;10;6;4;14pm;DE;1217,251028
898;546,575;Carrier2;NL-DE;18,21916667;Standard;5520;Customer1;no;Origin_south;Dest_south;0;16;9;2;-1;15pm;FR;834,936189
899;112,859;Carrier3;CZ-DE;3,761966667;Mega;6080;Customer2;no;Origin_north;Dest_west;1;30;9;39;2;14pm;PL;613,0238076
900;316,269;Carrier4;DE-DE;10,5423;Standard;7920;Customer3;yes;Origin_south;Dest_east;1;26;6;17;2;14pm;HU;784,320015
901;948,126;Carrier5;DE-HU;31,6042;Standard;5200;Customer1;no;Origin_east;Dest_west;0;14;6;40;0;14pm;NL;1052,332924
902;833,598;Carrier6;PL-DE;27,7866;Standard;5520;Customer1;no;Origin_south;Dest_west;1;24;6;29;0;16pm;TR;998,1796545
903;630,316;Carrier7;DE-CZ;21,01053333;Standard;2640;Customer1;no;Origin_north;Dest_west;1;35;8;19;-1;14pm;GB;875,9459832
904;736,056;Carrier1;GB-DE;24,5352;Mega;4240;Customer4;no;Origin_east;Dest_east;1;25;10;40;2;14pm;DE;867,8273921
905;807,73;Carrier2;NL-DE;26,92433333;Standard;400;Customer1;no;Origin_north;Dest_north;1;33;6;20;4;14pm;FR;948,2253167
906;738,085;Carrier3;NL-DE;24,60283333;Standard;720;Customer1;no;Origin_south;Dest_south;0;38;6;13;0;14pm;PL;915,222508
907;461,502;Carrier4;DE-CZ;15,3834;Standard;3760;Customer1;no;Origin_north;Dest_south;0;39;9;7;1;16pm;HU;774,4219681
908;207,966;Carrier5;DE-DE;6,9322;Standard;2320;Customer1;yes;Origin_west;Dest_north;0;20;13;35;1;16pm;NL;633,5265433
909;268,42075;Carrier6;DE-FR;8,947358333;Standard;1520;Customer1;no;Origin_north;Dest_north;0;22;4;5;2;14pm;TR;680,0132287
910;974,226;Carrier7;DE-HU;32,4742;Standard;6480;Customer1;no;Origin_south;Dest_west;1;26;4;17;2;16pm;GB;1084,781013
911;663,993;Carrier1;NL-DE;22,1331;Standard;6160;Customer1;no;Origin_west;Dest_north;1;31;11;28;3;15pm;DE;901,7158455
912;1257,80967;Carrier2;PL-DE;41,926989;Mega;7520;Customer4;no;Origin_east;Dest_east;1;12;11;9;4;15pm;FR;1182,771375
913;1252,259;Carrier3;DE-FR;41,74196667;Standard;4480;Customer1;no;Origin_west;Dest_west;0;16;8;35;3;16pm;PL;1246,758122
914;1479,725;Carrier4;GB-DE;49,32416667;Standard;4480;Customer1;no;Origin_east;Dest_north;0;27;1;24;4;16pm;HU;1358,524735
915;601,336;Carrier5;DE-FR;20,04453333;Standard;2320;Customer1;no;Origin_north;Dest_west;0;26;4;16;-1;16pm;NL;870,4890035
916;523,736;Carrier6;DE-PL;17,45786667;Mega;5280;Customer2;no;Origin_south;Dest_east;1;12;14;6;1;15pm;TR;854,4213914
917;697,847;Carrier7;NL-DE;23,26156667;Standard;1920;Customer1;no;Origin_east;Dest_east;1;18;2;4;0;16pm;GB;918,2209332
918;373,234;Carrier1;DE-DE;12,44113333;Mega;7760;Customer5;yes;Origin_west;Dest_south;0;17;8;27;3;15pm;DE;722,0347715
919;162,112;Carrier2;CZ-DE;5,403733333;Mega;3120;Customer2;no;Origin_north;Dest_south;0;15;13;7;4;14pm;FR;616,2378231
920;476,673;Carrier3;DE-DE;15,8891;Standard;6560;Customer1;yes;Origin_north;Dest_north;1;30;3;12;3;14pm;PL;806,7299006
921;1508,209;Carrier4;GB-DE;50,27363333;Standard;4160;Customer1;no;Origin_east;Dest_east;1;40;4;40;4;16pm;HU;1372,534404
922;1029,067;Carrier5;DE-HU;34,30223333;Mega;6560;Customer2;no;Origin_east;Dest_west;0;22;8;8;2;16pm;NL;1137,437699
923;1364,494;Carrier6;DE-GB;45,48313333;Standard;1440;Customer1;no;Origin_west;Dest_north;0;19;13;18;4;16pm;TR;1298,490528
924;937,049;Carrier7;DE-FR;31,23496667;Standard;6960;Customer1;no;Origin_west;Dest_south;0;19;10;11;2;14pm;GB;1102,191044
925;610,664;Carrier1;DE-CZ;20,35546667;Standard;800;Customer1;no;Origin_south;Dest_south;1;40;10;34;0;16pm;DE;825,666293
926;1078,061;Carrier2;DE-GB;35,93536667;Standard;2880;Customer1;no;Origin_east;Dest_west;0;34;3;10;-1;16pm;FR;1127,879678
927;255,465;Carrier3;DE-CZ;8,5155;Mega;4000;Customer2;no;Origin_west;Dest_north;1;38;0;9;2;15pm;PL;684,1862425
928;932,443;Carrier4;DE-PL;31,08143333;Standard;7680;Customer1;no;Origin_north;Dest_south;1;32;1;23;2;16pm;HU;1064,887131
929;643,063;Carrier5;DE-FR;21,43543333;Standard;7840;Customer1;no;Origin_west;Dest_east;1;32;1;17;4;15pm;NL;932,1978385
930;795,746;Carrier6;DE-PL;26,52486667;Standard;5280;Customer1;no;Origin_south;Dest_north;0;10;4;34;1;16pm;TR;979,4210334
931;845,05655;Carrier7;DE-HU;28,16855167;Standard;7280;Customer1;no;Origin_south;Dest_east;1;35;3;29;-1;16pm;GB;1016,827617
932;3582,48787;Carrier1;TR-DE;119,4162623;Standard;3360;Customer1;no;Origin_south;Dest_south;1;20;3;38;0;16pm;DE;2529,219627
933;744,305;Carrier2;DE-CZ;24,81016667;Standard;7120;Customer1;no;Origin_east;Dest_west;0;36;4;4;2;16pm;FR;949,5980499
934;3563,962;Carrier3;TR-DE;118,7987333;Standard;7040;Customer1;no;Origin_east;Dest_east;0;13;7;13;0;14pm;PL;2552,817003
935;165,089;Carrier4;DE-DE;5,502966667;Mega;960;Customer4;yes;Origin_east;Dest_north;0;23;11;24;1;14pm;HU;542,5060215
936;1011,014;Carrier5;PL-DE;33,70046667;Mega;5840;Customer5;no;Origin_south;Dest_east;1;35;1;30;-1;16pm;NL;1071,542029
937;183,458;Carrier6;DE-DE;6,115266667;Standard;3200;Customer1;yes;Origin_south;Dest_north;1;26;3;16;4;16pm;TR;630,028836
938;1805,23564;Carrier7;GB-DE;60,17452133;Standard;1040;Customer1;no;Origin_north;Dest_west;0;22;12;37;-1;15pm;GB;1533,219394
939;596,585;Carrier1;CZ-DE;19,88616667;Standard;1680;Customer1;no;Origin_south;Dest_west;1;31;11;38;1;16pm;DE;819,3260248
940;651,387;Carrier2;DE-FR;21,7129;Standard;2880;Customer1;no;Origin_north;Dest_west;1;32;8;15;4;16pm;FR;889,5538252
941;675,1693;Carrier3;DE-CZ;22,50564333;Standard;3200;Customer1;no;Origin_south;Dest_south;0;29;3;9;-1;14pm;PL;887,6877777
942;1612,738;Carrier4;GB-DE;53,75793333;Standard;4720;Customer1;no;Origin_east;Dest_west;0;28;14;12;4;15pm;HU;1435,856417
943;764,009;Carrier5;DE-PL;25,46696667;Mega;4560;Customer5;no;Origin_east;Dest_south;1;40;10;12;0;16pm;NL;926,6665801
